case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-11-0127,CSE-11,2024-10-09 17:01:46.568326,2024-10-09 17:41:26.443116,Valid investigation for ALT-CSE-11-00469. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00469""]"
CAS-CSE-11-0128,CSE-11,2024-10-08 20:50:23.749848,2024-10-08 21:26:43.492593,Valid investigation for ALT-CSE-11-00473. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00473""]"
CAS-CSE-11-0129,CSE-11,2024-10-25 03:08:29.896696,2024-10-25 03:39:05.855210,Valid investigation for ALT-CSE-11-00475. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00475""]"
CAS-CSE-11-0130,CSE-11,2024-10-28 03:00:58.564714,2024-10-28 04:19:24.474928,Valid investigation for ALT-CSE-11-00478. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00478""]"
CAS-CSE-11-0131,CSE-11,2024-10-07 16:52:35.870522,2024-10-07 17:06:41.859643,Valid investigation for ALT-CSE-11-00480. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00480""]"
CAS-CSE-11-0132,CSE-11,2024-10-28 21:06:26.047778,2024-10-28 22:01:49.342198,Valid investigation for ALT-CSE-11-00484. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00484""]"
CAS-CSE-11-0133,CSE-11,2024-12-28 22:04:00.021322,2024-12-28 22:50:50.168655,Valid investigation for ALT-CSE-11-00487. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00487""]"
CAS-CSE-11-0134,CSE-11,2024-10-30 00:49:13.884546,2024-10-30 02:04:21.215296,Valid investigation for ALT-CSE-11-00488. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00488""]"
CAS-CSE-11-0135,CSE-11,2024-11-09 02:02:24.009977,2024-11-09 02:22:14.614773,Valid investigation for ALT-CSE-11-00489. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00489""]"
CAS-CSE-11-0136,CSE-11,2024-11-20 16:55:58.956678,2024-11-20 17:42:49.463698,Valid investigation for ALT-CSE-11-00490. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00490""]"
CAS-CSE-11-0137,CSE-11,2024-11-14 15:57:12.252025,2024-11-14 17:02:54.180843,Valid investigation for ALT-CSE-11-00494. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00494""]"
CAS-CSE-11-0138,CSE-11,2024-10-12 05:06:50.118173,2024-10-12 06:40:22.920016,Valid investigation for ALT-CSE-11-00503. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00503""]"
CAS-CSE-11-0139,CSE-11,2024-11-01 00:40:28.235736,2024-11-01 01:15:08.518181,Valid investigation for ALT-CSE-11-00506. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00506""]"
CAS-CSE-11-0140,CSE-11,2024-11-29 11:18:11.417128,2024-11-29 12:26:28.523802,Valid investigation for ALT-CSE-11-00507. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00507""]"
CAS-CSE-11-0141,CSE-11,2024-12-22 07:52:22.563761,2024-12-22 08:31:37.615595,Valid investigation for ALT-CSE-11-00514. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00514""]"
CAS-CSE-11-0142,CSE-11,2024-11-21 03:23:38.030589,2024-11-21 04:08:05.978022,Valid investigation for ALT-CSE-11-00515. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00515""]"
CAS-CSE-11-0143,CSE-11,2024-11-07 05:45:01.468244,2024-11-07 06:24:42.575710,Valid investigation for ALT-CSE-11-00516. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00516""]"
CAS-CSE-11-0144,CSE-11,2024-12-15 17:17:29.245434,2024-12-15 17:48:55.880333,Valid investigation for ALT-CSE-11-00525. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00525""]"
CAS-CSE-11-0145,CSE-11,2024-11-18 19:04:53.261275,2024-11-18 19:52:47.995440,Valid investigation for ALT-CSE-11-00526. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00526""]"
CAS-CSE-11-0146,CSE-11,2024-12-06 02:16:19.065446,2024-12-06 02:29:28.849019,Valid investigation for ALT-CSE-11-00530. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00530""]"
CAS-CSE-11-0147,CSE-11,2024-11-01 03:20:50.776465,2024-11-01 04:17:25.085455,Valid investigation for ALT-CSE-11-00531. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00531""]"
CAS-CSE-11-0148,CSE-11,2024-11-11 21:08:12.675191,2024-11-11 21:45:03.885008,Valid investigation for ALT-CSE-11-00536. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00536""]"
CAS-CSE-11-0149,CSE-11,2024-12-07 04:56:27.457806,2024-12-07 05:31:40.822044,Valid investigation for ALT-CSE-11-00547. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00547""]"
CAS-CSE-11-0150,CSE-11,2024-10-28 10:23:30.337956,2024-10-28 10:32:04.433604,Valid investigation for ALT-CSE-11-00548. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00548""]"
CAS-CSE-11-0151,CSE-11,2024-11-06 03:52:58.680619,2024-11-06 04:54:43.461868,Valid investigation for ALT-CSE-11-00550. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00550""]"
CAS-CSE-11-0152,CSE-11,2024-10-20 22:10:30.358212,2024-10-20 22:38:11.660058,Valid investigation for ALT-CSE-11-00552. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00552""]"
CAS-CSE-11-0153,CSE-11,2024-11-13 15:37:03.577717,2024-11-13 16:15:15.376207,Valid investigation for ALT-CSE-11-00556. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00556""]"
CAS-CSE-11-0154,CSE-11,2024-10-13 09:13:11.257281,2024-10-13 09:03:48.911162,Valid investigation for ALT-CSE-11-00559. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00559""]"
CAS-CSE-11-0155,CSE-11,2024-10-21 04:01:17.010549,2024-10-21 05:21:04.131131,Valid investigation for ALT-CSE-11-00560. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00560""]"
CAS-CSE-11-0156,CSE-11,2024-11-07 17:30:29.164606,2024-11-07 18:25:57.214904,Valid investigation for ALT-CSE-11-00563. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00563""]"
CAS-CSE-11-0157,CSE-11,2024-12-02 14:59:15.683367,2024-12-02 16:06:09.977863,Valid investigation for ALT-CSE-11-00566. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00566""]"
CAS-CSE-11-0158,CSE-11,2024-12-05 06:23:53.286101,2024-12-05 07:01:09.991831,Valid investigation for ALT-CSE-11-00576. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00576""]"
CAS-CSE-11-0159,CSE-11,2024-10-13 11:53:20.402765,2024-10-13 13:02:52.914734,Valid investigation for ALT-CSE-11-00582. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00582""]"
CAS-CSE-11-0160,CSE-11,2024-12-29 14:27:52.081333,2024-12-29 15:08:32.748261,Valid investigation for ALT-CSE-11-00585. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00585""]"
CAS-CSE-11-0161,CSE-11,2024-11-07 09:27:50.090930,2024-11-07 09:51:00.031977,Valid investigation for ALT-CSE-11-00586. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00586""]"
CAS-CSE-11-0162,CSE-11,2024-12-15 04:55:12.319931,2024-12-15 05:41:39.979757,Valid investigation for ALT-CSE-11-00596. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00596""]"
CAS-CSE-11-0163,CSE-11,2024-12-09 02:54:09.876810,2024-12-09 03:38:27.871323,Valid investigation for ALT-CSE-11-00597. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00597""]"
CAS-CSE-11-0164,CSE-11,2024-10-22 04:45:40.370909,2024-10-22 04:56:08.970200,Valid investigation for ALT-CSE-11-00603. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00603""]"
CAS-CSE-11-0165,CSE-11,2024-12-12 15:18:17.572351,2024-12-12 16:03:38.995245,Valid investigation for ALT-CSE-11-00617. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00617""]"
CAS-CSE-11-0166,CSE-11,2024-12-29 22:03:54.978867,2024-12-29 22:39:35.603393,Valid investigation for ALT-CSE-11-00622. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00622""]"
CAS-CSE-11-0167,CSE-11,2024-11-09 09:42:32.691126,2024-11-09 10:31:47.454830,Valid investigation for ALT-CSE-11-00623. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00623""]"
CAS-CSE-11-0168,CSE-11,2024-12-18 04:31:45.510339,2024-12-18 05:28:29.188795,Valid investigation for ALT-CSE-11-00625. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00625""]"
CAS-CSE-11-0169,CSE-11,2024-11-27 18:04:51.685982,2024-11-27 18:12:18.687698,Valid investigation for ALT-CSE-11-00626. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00626""]"
CAS-CSE-11-0170,CSE-11,2024-11-25 04:46:35.626307,2024-11-25 04:31:41.000000,Valid investigation for ALT-CSE-11-00627. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00627""]"
CAS-CSE-11-0171,CSE-11,2024-12-04 18:52:41.397740,2024-12-04 19:32:07.812328,Valid investigation for ALT-CSE-11-00629. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00629""]"
CAS-CSE-11-0172,CSE-11,2024-10-28 22:10:49.658074,2024-10-28 22:19:06.990459,Valid investigation for ALT-CSE-11-00635. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00635""]"
CAS-CSE-11-0173,CSE-11,2024-10-30 03:34:29.876261,2024-10-30 04:21:52.805588,Valid investigation for ALT-CSE-11-00640. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00640""]"
CAS-CSE-11-0174,CSE-11,2024-11-22 23:13:55.189792,2024-11-23 00:32:43.964786,Valid investigation for ALT-CSE-11-00641. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00641""]"
CAS-CSE-11-0175,CSE-11,2024-11-12 01:47:17.095417,2024-11-12 02:33:05.270625,Valid investigation for ALT-CSE-11-00642. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00642""]"
CAS-CSE-11-0176,CSE-11,2024-11-21 01:49:36.562260,2024-11-21 02:51:40.113190,Valid investigation for ALT-CSE-11-00654. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00654""]"
CAS-CSE-11-0177,CSE-11,2024-11-07 19:42:07.551227,2024-11-07 20:41:18.680220,Valid investigation for ALT-CSE-11-00658. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00658""]"
CAS-CSE-11-0178,CSE-11,2024-12-29 00:53:07.731627,2024-12-29 01:52:17.114193,Valid investigation for ALT-CSE-11-00661. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00661""]"
CAS-CSE-11-0179,CSE-11,2024-10-21 13:27:27.957079,2024-10-21 14:08:11.816266,Valid investigation for ALT-CSE-11-00664. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00664""]"
CAS-CSE-11-0180,CSE-11,2024-10-28 19:42:23.753885,2024-10-28 20:35:43.029649,Valid investigation for ALT-CSE-11-00665. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00665""]"
CAS-CSE-11-0181,CSE-11,2024-12-24 23:32:14.321031,2024-12-25 00:33:26.613086,Valid investigation for ALT-CSE-11-00667. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00667""]"
CAS-CSE-11-0182,CSE-11,2024-12-07 11:10:53.835955,2024-12-07 11:44:28.497326,Valid investigation for ALT-CSE-11-00672. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00672""]"
CAS-CSE-11-0183,CSE-11,2024-10-02 09:54:09.823982,2024-10-02 10:31:10.844034,Valid investigation for ALT-CSE-11-00675. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00675""]"
CAS-CSE-11-0184,CSE-11,2024-12-01 11:08:55.932079,2024-12-01 11:16:42.006251,Valid investigation for ALT-CSE-11-00680. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00680""]"
CAS-CSE-11-0185,CSE-11,2024-12-12 21:37:42.579058,2024-12-12 22:41:54.554282,Valid investigation for ALT-CSE-11-00686. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00686""]"
CAS-CSE-11-0186,CSE-11,2024-10-03 09:11:01.435748,2024-10-03 09:24:08.897035,Valid investigation for ALT-CSE-11-00688. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00688""]"
CAS-CSE-11-0187,CSE-11,2024-12-14 14:55:16.437906,2024-12-14 16:00:18.908204,Valid investigation for ALT-CSE-11-00689. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00689""]"
CAS-CSE-11-0188,CSE-11,2024-11-11 10:26:58.162353,2024-11-11 11:23:13.055565,Valid investigation for ALT-CSE-11-00698. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00698""]"
CAS-CSE-11-0189,CSE-11,2024-12-29 08:25:00.124830,2024-12-29 09:29:16.819080,Valid investigation for ALT-CSE-11-00702. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00702""]"
CAS-CSE-11-0190,CSE-11,2024-10-12 06:17:58.819356,2024-10-12 07:15:05.663021,Valid investigation for ALT-CSE-11-00708. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00708""]"
CAS-CSE-11-0191,CSE-11,2024-12-07 14:45:48.299624,2024-12-07 15:55:19.372090,Valid investigation for ALT-CSE-11-00709. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00709""]"
CAS-CSE-11-0192,CSE-11,2024-12-22 06:03:52.300010,2024-12-22 07:09:24.157172,Valid investigation for ALT-CSE-11-00712. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00712""]"
CAS-CSE-11-0193,CSE-11,2024-12-09 04:42:19.225593,2024-12-09 05:31:52.771344,Valid investigation for ALT-CSE-11-00714. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00714""]"
CAS-CSE-11-0194,CSE-11,2024-12-06 18:12:01.759362,2024-12-06 19:19:22.198060,Valid investigation for ALT-CSE-11-00717. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00717""]"
CAS-CSE-11-0195,CSE-11,2024-11-18 07:18:19.553419,2024-11-18 07:42:14.832951,Valid investigation for ALT-CSE-11-00722. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00722""]"
CAS-CSE-11-0196,CSE-11,2024-10-26 13:38:47.204076,2024-10-26 13:53:39.269310,Valid investigation for ALT-CSE-11-00728. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00728""]"
CAS-CSE-11-0197,CSE-11,2024-11-15 07:47:35.239695,2024-11-15 08:23:16.795960,Valid investigation for ALT-CSE-11-00731. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00731""]"
CAS-CSE-11-0198,CSE-11,2024-11-08 16:49:13.561401,2024-11-08 17:30:50.612564,Valid investigation for ALT-CSE-11-00733. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00733""]"
CAS-CSE-11-0199,CSE-11,2024-12-07 07:35:33.413708,2024-12-07 08:08:40.074357,Valid investigation for ALT-CSE-11-00737. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00737""]"
CAS-CSE-11-0200,CSE-11,2024-10-13 19:20:53.627961,2024-10-13 19:38:37.446791,Valid investigation for ALT-CSE-11-00738. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00738""]"
CAS-CSE-11-0201,CSE-11,2024-10-12 01:36:51.608545,2024-10-12 02:33:19.060036,Valid investigation for ALT-CSE-11-00741. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00741""]"
CAS-CSE-11-0202,CSE-11,2024-10-03 00:36:49.102650,2024-10-03 01:05:45.531705,Valid investigation for ALT-CSE-11-00746. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00746""]"
CAS-CSE-11-0203,CSE-11,2024-11-11 01:09:18.800683,2024-11-11 01:55:44.389746,Valid investigation for ALT-CSE-11-00752. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00752""]"
CAS-CSE-11-0204,CSE-11,2024-10-15 03:09:50.691769,2024-10-15 03:25:21.082280,Valid investigation for ALT-CSE-11-00755. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00755""]"
CAS-CSE-11-0205,CSE-11,2024-10-11 11:19:28.973203,2024-10-11 12:07:24.213645,Valid investigation for ALT-CSE-11-00756. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00756""]"
CAS-CSE-11-0206,CSE-11,2024-10-18 06:04:01.717815,2024-10-18 06:32:25.803763,Valid investigation for ALT-CSE-11-00764. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00764""]"
CAS-CSE-11-0207,CSE-11,2024-10-27 18:03:08.008168,2024-10-27 18:31:17.315751,Valid investigation for ALT-CSE-11-00767. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00767""]"
CAS-CSE-11-0208,CSE-11,2024-11-13 23:41:52.341736,2024-11-14 00:45:23.035550,Valid investigation for ALT-CSE-11-00768. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00768""]"
CAS-CSE-11-0209,CSE-11,2024-10-28 10:04:44.246906,2024-10-28 11:12:30.640615,Valid investigation for ALT-CSE-11-00780. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00780""]"
CAS-CSE-11-0210,CSE-11,2024-11-22 03:17:36.512958,2024-11-22 04:32:25.452446,Valid investigation for ALT-CSE-11-00781. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00781""]"
CAS-CSE-11-0211,CSE-11,2024-10-25 04:22:51.252663,2024-10-25 05:18:40.287317,Valid investigation for ALT-CSE-11-00782. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00782""]"
CAS-CSE-11-0212,CSE-11,2024-11-05 17:47:15.960571,2024-11-05 18:45:24.847278,Valid investigation for ALT-CSE-11-00784. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00784""]"
CAS-CSE-11-0213,CSE-11,2024-12-15 12:22:06.722419,2024-12-15 12:59:19.718050,Valid investigation for ALT-CSE-11-00786. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00786""]"
CAS-CSE-11-0214,CSE-11,2024-11-14 13:01:46.655396,2024-11-14 13:08:27.865031,Valid investigation for ALT-CSE-11-00787. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00787""]"
CAS-CSE-11-0215,CSE-11,2024-10-11 20:42:09.051477,2024-10-11 21:34:31.857278,Valid investigation for ALT-CSE-11-00792. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00792""]"
CAS-CSE-11-0216,CSE-11,2024-10-06 11:17:18.899605,2024-10-06 12:00:55.795944,Valid investigation for ALT-CSE-11-00795. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00795""]"
CAS-CSE-11-0217,CSE-11,2024-12-11 03:52:46.645610,2024-12-11 04:06:41.777632,Valid investigation for ALT-CSE-11-00800. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00800""]"
CAS-CSE-11-0218,CSE-11,2024-11-12 20:51:28.699137,2024-11-12 22:12:01.650246,Valid investigation for ALT-CSE-11-00804. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00804""]"
CAS-CSE-11-0219,CSE-11,2024-11-14 14:19:40.180073,2024-11-14 15:12:59.632776,Valid investigation for ALT-CSE-11-00807. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00807""]"
CAS-CSE-11-0220,CSE-11,2024-12-20 08:55:02.054571,2024-12-20 09:56:21.672303,Valid investigation for ALT-CSE-11-00809. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00809""]"
CAS-CSE-11-0221,CSE-11,2024-10-27 13:14:41.816894,2024-10-27 13:19:39.216494,Valid investigation for ALT-CSE-11-00810. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00810""]"
CAS-CSE-11-0222,CSE-11,2024-12-06 00:19:30.052085,2024-12-06 01:16:08.558430,Valid investigation for ALT-CSE-11-00813. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00813""]"
CAS-CSE-11-0223,CSE-11,2024-12-03 14:40:51.935960,2024-12-03 15:00:00.952790,Valid investigation for ALT-CSE-11-00816. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00816""]"
CAS-CSE-11-0224,CSE-11,2024-10-28 06:59:58.103724,2024-10-28 07:52:09.687015,Valid investigation for ALT-CSE-11-00817. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00817""]"
CAS-CSE-11-0225,CSE-11,2024-11-04 23:40:40.794774,2024-11-05 00:34:56.998765,Valid investigation for ALT-CSE-11-00818. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00818""]"
CAS-CSE-11-0226,CSE-11,2024-12-06 05:45:49.913532,2024-12-06 06:22:52.775447,Valid investigation for ALT-CSE-11-00826. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00826""]"
CAS-CSE-11-0227,CSE-11,2024-10-18 09:22:02.895211,2024-10-18 10:44:28.754386,Valid investigation for ALT-CSE-11-00829. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00829""]"
CAS-CSE-11-0228,CSE-11,2024-12-24 10:21:51.573886,2024-12-24 10:47:53.229740,Valid investigation for ALT-CSE-11-00834. Checked systems.,ANA-03,True,Resolved,"[""ALT-CSE-11-00834""]"
CAS-CSE-11-0229,CSE-11,2024-10-31 12:25:38.224738,2024-10-31 13:18:44.445281,Valid investigation for ALT-CSE-11-00835. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00835""]"
CAS-CSE-11-0230,CSE-11,2024-10-04 10:06:31.138500,2024-10-04 10:54:52.754323,Valid investigation for ALT-CSE-11-00837. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00837""]"
CAS-CSE-11-0231,CSE-11,2024-10-27 00:00:25.910164,2024-10-27 00:42:29.245297,Valid investigation for ALT-CSE-11-00841. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00841""]"
CAS-CSE-11-0232,CSE-11,2024-12-12 08:00:39.191466,2024-12-12 08:34:42.861784,Valid investigation for ALT-CSE-11-00842. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00842""]"
CAS-CSE-11-0233,CSE-11,2024-10-11 09:48:57.506935,2024-10-11 10:27:40.423858,Valid investigation for ALT-CSE-11-00843. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00843""]"
CAS-CSE-11-0234,CSE-11,2024-10-23 14:22:20.999319,2024-10-23 15:21:36.459179,Valid investigation for ALT-CSE-11-00847. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00847""]"
CAS-CSE-11-0235,CSE-11,2024-10-14 16:41:01.803350,2024-10-14 17:22:12.256976,Valid investigation for ALT-CSE-11-00863. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00863""]"
CAS-CSE-11-0236,CSE-11,2024-10-25 08:13:24.427105,2024-10-25 08:45:06.404274,Valid investigation for ALT-CSE-11-00865. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00865""]"
CAS-CSE-11-0237,CSE-11,2024-10-31 07:11:34.925312,2024-10-31 07:18:31.183464,Valid investigation for ALT-CSE-11-00867. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00867""]"
CAS-CSE-11-0238,CSE-11,2024-11-22 07:07:27.931028,2024-11-22 08:02:12.939239,Valid investigation for ALT-CSE-11-00874. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00874""]"
CAS-CSE-11-0239,CSE-11,2024-12-15 18:14:55.783542,2024-12-15 19:03:27.254268,Valid investigation for ALT-CSE-11-00875. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00875""]"
CAS-CSE-11-0240,CSE-11,2024-10-10 23:43:48.965061,2024-10-11 00:02:17.187669,Valid investigation for ALT-CSE-11-00876. Checked systems.,ANA-02,True,Resolved,"[""ALT-CSE-11-00876""]"
CAS-CSE-11-0241,CSE-11,2024-12-08 15:31:39.243954,2024-12-08 15:49:38.397754,Valid investigation for ALT-CSE-11-00879. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00879""]"
CAS-CSE-11-0242,CSE-11,2024-10-29 03:03:29.571220,2024-10-29 04:12:26.100198,Valid investigation for ALT-CSE-11-00882. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00882""]"
CAS-CSE-11-0243,CSE-11,2024-11-28 19:07:22.205688,2024-11-28 20:21:48.801769,Valid investigation for ALT-CSE-11-00884. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00884""]"
CAS-CSE-11-0244,CSE-11,2024-11-18 20:44:38.592024,2024-11-18 21:28:50.865767,Valid investigation for ALT-CSE-11-00890. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00890""]"
CAS-CSE-11-0245,CSE-11,2024-12-18 13:28:11.601405,2024-12-18 14:13:24.365234,Valid investigation for ALT-CSE-11-00893. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00893""]"
CAS-CSE-11-0246,CSE-11,2024-11-11 07:26:33.899791,2024-11-11 08:06:11.414480,Valid investigation for ALT-CSE-11-00896. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00896""]"
CAS-CSE-11-0247,CSE-11,2024-10-22 15:33:44.144025,2024-10-22 16:03:39.586823,Valid investigation for ALT-CSE-11-00897. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00897""]"
CAS-CSE-11-0248,CSE-11,2024-10-28 03:36:15.808038,2024-10-28 04:37:22.008363,Valid investigation for ALT-CSE-11-00903. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00903""]"
CAS-CSE-11-0249,CSE-11,2024-12-13 04:19:22.693956,2024-12-13 05:16:45.367138,Valid investigation for ALT-CSE-11-00912. Checked systems.,ANA-03,False,Resolved,"[""ALT-CSE-11-00912""]"
CAS-CSE-11-0250,CSE-11,2024-11-19 04:11:00.489070,2024-11-19 04:55:16.891687,Valid investigation for ALT-CSE-11-00913. Checked systems.,ANA-01,True,Resolved,"[""ALT-CSE-11-00913""]"
CAS-CSE-11-0251,CSE-11,2024-12-28 13:43:46.405354,2024-12-28 14:59:40.814763,Valid investigation for ALT-CSE-11-00914. Checked systems.,ANA-01,False,Resolved,"[""ALT-CSE-11-00914""]"
CAS-CSE-11-0252,CSE-11,2024-11-01 07:33:12.705885,2024-11-01 08:08:39.914618,Valid investigation for ALT-CSE-11-00918. Checked systems.,ANA-02,False,Resolved,"[""ALT-CSE-11-00918""]"
